"Requirement.1","Change.1","Heavy.atom.No.1","Reaction.1","Mass.Difference.1","Description.1","Reaction1_No.","Requirement.2","Change.2","Heavy.atom.No.2","Reaction.2","Mass.Difference.2","Description.2","Reaction2_No.","mass change","formula change"
"HO","C5H3N5O-1",10,"(+C5H5N5 - H2O)",117.04393,"addition of Adenine",1,"H","H3P3O9",12,"(+H3P3O9)",239.898992,"addition of tri-phosphate",47,356.942922,"C5H6N5O8P3"
"HO","C5H3N5O-1",10,"(+C5H5N5 - H2O)",117.04393,"addition of Adenine",1,"H","FH-1",1,"(+F-H)",17.990578,"fluorination",48,135.034508,"C5H2N5O-1F1"
"HO","C5H3N5O-1",10,"(+C5H5N5 - H2O)",117.04393,"addition of Adenine",1,"H","ClH-1",1,"(+Cl-H)",33.961028,"chlorination",49,151.004958,"C5H2N5O-1Cl1"
"HO","C5H3N5O-1",10,"(+C5H5N5 - H2O)",117.04393,"addition of Adenine",1,"H","BrH-1",1,"(+Br-H)",77.910512,"bromination",50,194.954442,"C5H2N5O-1Br1"
"HO","C5H3N5O-1",10,"(+C5H5N5 - H2O)",117.04393,"addition of Adenine",1,"H","IH-1",1,"(+I-H)",125.896648,"iodination",51,242.940578,"C5H2N5O-1I1"
"HO","C5H3N5O-1",10,"(+C5H5N5 - H2O)",117.04393,"addition of Adenine",1,"NH2","H-2O2",3,"(NH2 -> NO2)",29.974179,"nitrification",52,147.018109,"C5H1N5O1"
"HO","C5H3N5O-1",10,"(+C5H5N5 - H2O)",117.04393,"addition of Adenine",1,"H","CF3H-1",4,"(+CF3-H)",67.987385,"addition of trifluoromethyl",53,185.031315,"C6H2N5O-1F3"
"HO","C5H3N5O-1",10,"(+C5H5N5 - H2O)",117.04393,"addition of Adenine",1,"H","C5NH11",6,"(+C5NH11)",85.089149,"addition of choline",54,202.133079,"C10H14N6O-1"
"HO","C5H3N5O-1",10,"(+C5H5N5 - H2O)",117.04393,"addition of Adenine",1,"H","C5H6O",6,"(+C5H6O)",82.041865,"addition of tiglyl",55,199.085795,"C10H9N5"
"HO","C5H3N5O-1",10,"(+C5H5N5 - H2O)",117.04393,"addition of Adenine",1,"H","NO2H-1",3,"(+NO2-H)",44.985078,"addition of nitro",56,162.029008,"C5H2N6O1"
"HO","C5H3N5O-1",10,"(+C5H5N5 - H2O)",117.04393,"addition of Adenine",1,"H","C7H6",7,"(+C7H7-H)",91.054775,"addition of benzyl",57,208.098705,"C12H9N5O-1"
"HO","C5H3N5O-1",10,"(+C5H5N5 - H2O)",117.04393,"addition of Adenine",1,"H","C6H4",6,"(+C6H5-H)",76.0313,"addition of phenyl",58,193.07523,"C11H7N5O-1"
"HO","C5H3N5O-1",10,"(+C5H5N5 - H2O)",117.04393,"addition of Adenine",1,"H","C2H2O2",4,"(+C2H2O2)",58.005479,"addition of acetic acid",59,175.049409,"C7H5N5O1"
"HO","C5H3N5O-1",10,"(+C5H5N5 - H2O)",117.04393,"addition of Adenine",1,"C10H11N5O3","C-10H-11N-5O-3",18,"(-C10H11N5O3)",-249.08619,"loss of Adenosine",61,-132.04226,"C-5H-8O-4"
"HO","C5H3N5O-1",10,"(+C5H5N5 - H2O)",117.04393,"addition of Adenine",1,"C10H11N5O4","C-10H-11N-5O-4",19,"(-C10H11N5O4)",-265.081105,"loss of Guanosine",62,-148.037175,"C-5H-8O-5"
"HO","C5H3N5O-1",10,"(+C5H5N5 - H2O)",117.04393,"addition of Adenine",1,"C10H12N2O4","C-10H-12N-2O-4",16,"(-C10H12N2O4)",-224.079708,"loss of Thymidine",63,-107.035778,"C-5H-9N3O-5"
"HO","C5H3N5O-1",10,"(+C5H5N5 - H2O)",117.04393,"addition of Adenine",1,"C10H15N3O5S","C-10H-15N-3O-5S-1",19,"(-C10H15N3O5S)",-289.073244,"loss of Glutathione",64,-172.029314,"C-5H-12N2O-6S-1"
"HO","C5H3N5O-1",10,"(+C5H5N5 - H2O)",117.04393,"addition of Adenine",1,"C10H15N3O6S","C-10H-15N-3O-6S-1",20,"(-C10H15N3O6S)",-305.068159,"loss of S-Glutathione",65,-188.024229,"C-5H-12N2O-7S-1"
"HO","C5H3N5O-1",10,"(+C5H5N5 - H2O)",117.04393,"addition of Adenine",1,"C10H7NO","C-10H-7N-1O-1",12,"(-C10H7NO)",-157.052764,"loss of indole acetyl",66,-40.008834,"C-5H-4N4O-2"
"HO","C5H3N5O-1",10,"(+C5H5N5 - H2O)",117.04393,"addition of Adenine",1,"C12H20O10","C-12H-20O-10",22,"(-C12H20O10)",-324.10565,"loss of di-hexose",67,-207.06172,"C-7H-17N5O-11"
"HO","C5H3N5O-1",10,"(+C5H5N5 - H2O)",117.04393,"addition of Adenine",1,"C16H30O","C-16H-30O-1",17,"(-C16H30O)",-238.229665,"loss of Palmitic acid",68,-121.185735,"C-11H-27N5O-2"
"HO","C5H3N5O-1",10,"(+C5H5N5 - H2O)",117.04393,"addition of Adenine",1,"C18H30O15","C-18H-30O-15",33,"(-C18H30O15)",-486.158475,"loss of tri-hexose",69,-369.114545,"C-13H-27N5O-16"
"HO","C5H3N5O-1",10,"(+C5H5N5 - H2O)",117.04393,"addition of Adenine",1,"C2H2O","C-2H-2O-1",3,"(-C2H2O)",-42.010565,"Deacetylation",70,75.033365,"C3H1N5O-2"
"HO","C5H3N5O-1",10,"(+C5H5N5 - H2O)",117.04393,"addition of Adenine",1,"C2H3NO","C-2H-3N-1O-1",4,"(-C2H3NO)",-57.021464,"loss of glycine",71,60.022466,"C3N4O-2"
"HO","C5H3N5O-1",10,"(+C5H5N5 - H2O)",117.04393,"addition of Adenine",1,"C2H4","C-2H-4",2,"(-C2H4)",-28.0313,"loss of C2H4",72,89.01263,"C3H-1N5O-1"
"HO","C5H3N5O-1",10,"(+C5H5N5 - H2O)",117.04393,"addition of Adenine",1,"C2H5NO2S","C-2H-5N-1O-2S-1",6,"(-C2H5NO2S)",-107.004101,"loss of taurine",73,10.039829,"C3H-2N4O-3S-1"
"HO","C5H3N5O-1",10,"(+C5H5N5 - H2O)",117.04393,"addition of Adenine",1,"C3H2O3","C-3H-2O-3",6,"(-C3H2O3)",-86.000394,"loss of malonyl",74,31.043536,"C2H1N5O-4"
"HO","C5H3N5O-1",10,"(+C5H5N5 - H2O)",117.04393,"addition of Adenine",1,"C3H4O","C-3H-4O-1",4,"(-C3H4O)",-56.026215,"loss of propionyl",75,61.017715,"C2H-1N5O-2"
"HO","C5H3N5O-1",10,"(+C5H5N5 - H2O)",117.04393,"addition of Adenine",1,"C3H5NO2S","C-3H-5N-1O-2S-1",7,"(-C3H5NO2S)",-119.004101,"loss of S-cysteine",76,-1.960171,"C2H-2N4O-3S-1"
"HO","C5H3N5O-1",10,"(+C5H5N5 - H2O)",117.04393,"addition of Adenine",1,"C3H5NOS","C-3H-5N-1O-1S-1",6,"(-C3H5NOS)",-103.009186,"loss of cysteine",77,14.034744,"C2H-2N4O-2S-1"
"HO","C5H3N5O-1",10,"(+C5H5N5 - H2O)",117.04393,"addition of Adenine",1,"C4H2N2O","C-4H-2N-2O-1",7,"(-C4H2N2O)",-94.016713,"loss of Uracil",78,23.027217,"C1H1N3O-2"
"HO","C5H3N5O-1",10,"(+C5H5N5 - H2O)",117.04393,"addition of Adenine",1,"C4H3N3","C-4H-3N-3",7,"(-C4H3N3)",-93.032697,"loss of Cytosine",79,24.011233,"C1N2O-1"
"HO","C5H3N5O-1",10,"(+C5H5N5 - H2O)",117.04393,"addition of Adenine",1,"C4H4O","C-4H-4O-1",5,"(-C4H4O)",-68.026215,"loss of crotonyl",80,49.017715,"C1H-1N5O-2"
"HO","C5H3N5O-1",10,"(+C5H5N5 - H2O)",117.04393,"addition of Adenine",1,"C4H4O3","C-4H-4O-3",7,"(-C4H4O3)",-100.016044,"loss of succinyl",81,17.027886,"C1H-1N5O-4"
"HO","C5H3N5O-1",10,"(+C5H5N5 - H2O)",117.04393,"addition of Adenine",1,"C4H6O","C-4H-6O-1",5,"(-C4H6O)",-70.041865,"loss of butyryl",82,47.002065,"C1H-3N5O-2"
"HO","C5H3N5O-1",10,"(+C5H5N5 - H2O)",117.04393,"addition of Adenine",1,"C5H3N5","C-5H-3N-5",10,"(-C5H3N5)",-133.038845,"loss of Guanine",83,-15.994915,"O-1"
"HO","C5H3N5O-1",10,"(+C5H5N5 - H2O)",117.04393,"addition of Adenine",1,"C5H4N2O","C-5H-4N-2O-1",8,"(-C5H4N2O)",-108.032363,"loss of Thymine",84,9.011567,"H-1N3O-2"
"HO","C5H3N5O-1",10,"(+C5H5N5 - H2O)",117.04393,"addition of Adenine",1,"C5H6O3","C-5H-6O-3",8,"(-C5H6O3)",-114.031694,"loss of glutaryl",85,3.012236,"H-3N5O-4"
"HO","C5H3N5O-1",10,"(+C5H5N5 - H2O)",117.04393,"addition of Adenine",1,"C5H7NO3S","C-5H-7N-1O-3S-1",10,"(-C5H7NO3S)",-161.014666,"loss of N-acetyl-S-cysteine",86,-43.970736,"H-4N4O-4S-1"
"HO","C5H3N5O-1",10,"(+C5H5N5 - H2O)",117.04393,"addition of Adenine",1,"C5H8O4","C-5H-8O-4",9,"(-C5H8O4)",-132.04226,"loss of D-ribose",87,-14.99833,"H-5N5O-5"
"HO","C5H3N5O-1",10,"(+C5H5N5 - H2O)",117.04393,"addition of Adenine",1,"C6H10O5","C-6H-10O-5",11,"(-C6H10O5)",-162.052825,"loss of Hexose",88,-45.008895,"C-1H-7N5O-6"
"HO","C5H3N5O-1",10,"(+C5H5N5 - H2O)",117.04393,"addition of Adenine",1,"C6H11O8P","C-6H-11O-8P-1",15,"(-C6H11O8P)",-242.019158,"loss of Glucose-6-phosphate",89,-124.975228,"C-1H-8N5O-9P-1"
"HO","C5H3N5O-1",10,"(+C5H5N5 - H2O)",117.04393,"addition of Adenine",1,"C6H8O6","C-6H-8O-6",12,"(-C6H8O6)",-176.03209,"loss of glucuronic acid",90,-58.98816,"C-1H-5N5O-7"
"HO","C5H3N5O-1",10,"(+C5H5N5 - H2O)",117.04393,"addition of Adenine",1,"C7H13NO2","C-7H-13N-1O-2",10,"(-C7H13NO2)",-143.094629,"loss of Carnitine",91,-26.050699,"C-2H-10N4O-3"
"HO","C5H3N5O-1",10,"(+C5H5N5 - H2O)",117.04393,"addition of Adenine",1,"C9H10N2O5","C-9H-10N-2O-5",16,"(-C9H10N2O5)",-226.058973,"loss of Uridine",92,-109.015043,"C-4H-7N3O-6"
"HO","C5H3N5O-1",10,"(+C5H5N5 - H2O)",117.04393,"addition of Adenine",1,"C9H11N3O4","C-9H-11N-3O-4",16,"(-C9H11N3O4)",-225.074957,"loss of Cytidine",93,-108.031027,"C-4H-8N2O-5"
"HO","C5H3N5O-1",10,"(+C5H5N5 - H2O)",117.04393,"addition of Adenine",1,"CH2","C-1H-2",1,"(-CH2)",-14.01565,"demethylation",94,103.02828,"C4H1N5O-1"
"HO","C5H3N5O-1",10,"(+C5H5N5 - H2O)",117.04393,"addition of Adenine",1,"CO","C-1O-1",2,"(-CO)",-27.994915,"loss of CO",95,89.049015,"C4H3N5O-2"
"HO","C5H3N5O-1",10,"(+C5H5N5 - H2O)",117.04393,"addition of Adenine",1,"CO2","C-1O-2",3,"(-CO2)",-43.98983,"loss of CO2",96,73.0541,"C4H3N5O-3"
"HO","C5H3N5O-1",10,"(+C5H5N5 - H2O)",117.04393,"addition of Adenine",1,"H2","H-2",0,"(-H2)",-2.01565,"dehydrogenation",97,115.02828,"C5H1N5O-1"
"HO","C5H3N5O-1",10,"(+C5H5N5 - H2O)",117.04393,"addition of Adenine",1,"H2O","H-2O-1",1,"(-H2O)",-18.010565,"loss of water",98,99.033365,"C5H1N5O-2"
"HO","C5H3N5O-1",10,"(+C5H5N5 - H2O)",117.04393,"addition of Adenine",1,"HO3P","H-1O-3P-1",4,"(-HPO3)",-79.966333,"loss of Phosphate",99,37.077597,"C5H2N5O-4P-1"
"HO","C5H3N5O-1",10,"(+C5H5N5 - H2O)",117.04393,"addition of Adenine",1,"HN","H-1N-1",1,"(-NH)",-15.010899,"loss of NH",100,102.033031,"C5H2N4O-1"
"HO","C5H3N5O-1",10,"(+C5H5N5 - H2O)",117.04393,"addition of Adenine",1,"H3N","H-3N-1",1,"(-NH3)",-17.026549,"loss of ammonia",101,100.017381,"C5N4O-1"
"HO","C5H3N5O-1",10,"(+C5H5N5 - H2O)",117.04393,"addition of Adenine",1,"O","O-1",1,"(-O)",-15.994915,"loss of oxygen",102,101.049015,"C5H3N5O-2"
"HO","C5H3N5O-1",10,"(+C5H5N5 - H2O)",117.04393,"addition of Adenine",1,"O3S","O-3S-1",4,"(-SO3)",-79.956817,"loss of sulfate",103,37.087113,"C5H3N5O-4S-1"
"HO","C5H3N5O-1",10,"(+C5H5N5 - H2O)",117.04393,"addition of Adenine",1,"HO3S","O-3",4,"(SO3H -> SH)",-47.984745,"Sulfonic acid to Thiol",104,69.059185,"C5H3N5O-4"
"HO","C5H3N5O-1",10,"(+C5H5N5 - H2O)",117.04393,"addition of Adenine",1,"H2P2O6","H-2P-2O-6",8,"(-H2P2O6)",-159.932661,"loss of di-phosphate",105,-42.888731,"C5H1N5O-7P-2"
"HO","C5H3N5O-1",10,"(+C5H5N5 - H2O)",117.04393,"addition of Adenine",1,"H3P3O9","H-3P-3O-9",12,"(-H3P3O9)",-239.898992,"loss of tri-phosphate",106,-122.855062,"C5N5O-10P-3"
"HO","C5H3N5O-1",10,"(+C5H5N5 - H2O)",117.04393,"addition of Adenine",1,"F","HF-1",1,"(-F+H)",-17.990578,"defluorination",107,99.053352,"C5H4N5O-1F-1"
"HO","C5H3N5O-1",10,"(+C5H5N5 - H2O)",117.04393,"addition of Adenine",1,"Cl","HCl-1",1,"(-Cl+H)",-33.961028,"dechlorination",108,83.082902,"C5H4N5O-1Cl-1"
"HO","C5H3N5O-1",10,"(+C5H5N5 - H2O)",117.04393,"addition of Adenine",1,"Br","HBr-1",1,"(-Br+H)",-77.910512,"debromination",109,39.133418,"C5H4N5O-1Br-1"
"HO","C5H3N5O-1",10,"(+C5H5N5 - H2O)",117.04393,"addition of Adenine",1,"I","HI-1",1,"(-I+H)",-125.896648,"deiodination",110,-8.852718,"C5H4N5O-1I-1"
"HO","C5H3N5O-1",10,"(+C5H5N5 - H2O)",117.04393,"addition of Adenine",1,"NO2","H2O-2",3,"(NO2 -> NH2)",-29.974179,"denitrification",111,87.069751,"C5H5N5O-3"
"HO","C5H3N5O-1",10,"(+C5H5N5 - H2O)",117.04393,"addition of Adenine",1,"CF3","C-1F-3H",4,"(-CF3+H)",-67.987385,"loss of trifluoromethyl",112,49.056545,"C4H4N5O-1F-3"
"HO","C5H3N5O-1",10,"(+C5H5N5 - H2O)",117.04393,"addition of Adenine",1,"C5NOH13","C-5N-1H-11",6,"(-C5NH11)",-85.089149,"loss of choline",113,31.954781,"H-8N4O-1"
"HO","C5H3N5O-1",10,"(+C5H5N5 - H2O)",117.04393,"addition of Adenine",1,"C5H7O","C-5H-6O-1",6,"(-C5H6O)",-82.041865,"loss of tiglyl",114,35.002065,"H-3N5O-2"
"HO","C5H3N5O-1",10,"(+C5H5N5 - H2O)",117.04393,"addition of Adenine",1,"NO2","N-1O-2H1",3,"(-NO2+H)",-44.985078,"loss of nitro",115,72.058852,"C5H4N4O-3"
"HO","C5H3N5O-1",10,"(+C5H5N5 - H2O)",117.04393,"addition of Adenine",1,"C7H7","C-7H-6",7,"(-C7H7+H)",-91.054775,"loss of benzyl",116,25.989155,"C-2H-3N5O-1"
"HO","C5H3N5O-1",10,"(+C5H5N5 - H2O)",117.04393,"addition of Adenine",1,"C6H5","C-6H-4",6,"(-C6H5+H)",-76.0313,"loss of phenyl",117,41.01263,"C-1H-1N5O-1"
"HO","C5H3N5O-1",10,"(+C5H5N5 - H2O)",117.04393,"addition of Adenine",1,"C2H3O2","C-2H-2O-2",4,"(-C2H2O2)",-58.005479,"loss of acetic acid",118,59.038451,"C3H1N5O-3"
"H","C10H11N5O3",18,"(+C10H11N5O3)",249.08619,"addition of Adenosine",2,"H","C10H11N5O3",18,"(+C10H11N5O3)",249.08619,"addition of Adenosine",2,498.17238,"C20H22N10O6"
"H","C10H11N5O3",18,"(+C10H11N5O3)",249.08619,"addition of Adenosine",2,"H","C10H11N5O4",19,"(+C10H11N5O4)",265.081105,"addition of Guanosine",3,514.167295,"C20H22N10O7"
"H","C10H11N5O3",18,"(+C10H11N5O3)",249.08619,"addition of Adenosine",2,"H","C10H12N2O4",16,"(+C10H12N2O4)",224.079708,"addition of Thymidine",4,473.165898,"C20H23N7O7"
"H","C10H11N5O3",18,"(+C10H11N5O3)",249.08619,"addition of Adenosine",2,"H","C10H15N3O5S",19,"(+C10H15N3O5S)",289.073244,"addition of Glutathione",5,538.159434,"C20H26N8O8S1"
"H","C10H11N5O3",18,"(+C10H11N5O3)",249.08619,"addition of Adenosine",2,"H","C10H15N3O6S",20,"(+C10H15N3O6S)",305.068159,"addition of S-Glutathione",6,554.154349,"C20H26N8O9S1"
"H","C10H11N5O3",18,"(+C10H11N5O3)",249.08619,"addition of Adenosine",2,"H","C10H7NO",12,"(+C10H7NO)",157.052764,"indole acetylation",7,406.138954,"C20H18N6O4"
"H","C10H11N5O3",18,"(+C10H11N5O3)",249.08619,"addition of Adenosine",2,"H","C12H20O10",22,"(+C12H20O10)",324.10565,"addition of di-hexose",8,573.19184,"C22H31N5O13"
"H","C10H11N5O3",18,"(+C10H11N5O3)",249.08619,"addition of Adenosine",2,"H","C16H30O",17,"(+C16H30O)",238.229665,"addition of Palmitic acid",9,487.315855,"C26H41N5O4"
"H","C10H11N5O3",18,"(+C10H11N5O3)",249.08619,"addition of Adenosine",2,"H","C18H30O15",33,"(+C18H30O15)",486.158475,"addition of tri-hexose",10,735.244665,"C28H41N5O18"
"H","C10H11N5O3",18,"(+C10H11N5O3)",249.08619,"addition of Adenosine",2,"H","C2H2O",3,"(+C2H2O)",42.010565,"acetylation",11,291.096755,"C12H13N5O4"
"H","C10H11N5O3",18,"(+C10H11N5O3)",249.08619,"addition of Adenosine",2,"H","C2H3NO",4,"(+C2H3NO)",57.021464,"glycine conjugation",12,306.107654,"C12H14N6O4"
"H","C10H11N5O3",18,"(+C10H11N5O3)",249.08619,"addition of Adenosine",2,"H","C2H4",2,"(+C2H4)",28.0313,"addition of C2H4",13,277.11749,"C12H15N5O3"
"H","C10H11N5O3",18,"(+C10H11N5O3)",249.08619,"addition of Adenosine",2,"H","C2H5NO2S",6,"(+C2H5NO2S)",107.004101,"taurine conjugation",14,356.090291,"C12H16N6O5S1"
"H","C10H11N5O3",18,"(+C10H11N5O3)",249.08619,"addition of Adenosine",2,"H","C3H2O3",6,"(+C3H2O3)",86.000394,"malonylation",15,335.086584,"C13H13N5O6"
"H","C10H11N5O3",18,"(+C10H11N5O3)",249.08619,"addition of Adenosine",2,"H","C3H4O",4,"(+C3H4O)",56.026215,"propionylation",16,305.112405,"C13H15N5O4"
"H","C10H11N5O3",18,"(+C10H11N5O3)",249.08619,"addition of Adenosine",2,"H","C3H5NO2S",7,"(+C3H5NO2S)",119.004101,"S-cysteine conjugation",17,368.090291,"C13H16N6O5S1"
"H","C10H11N5O3",18,"(+C10H11N5O3)",249.08619,"addition of Adenosine",2,"H","C3H5NOS",6,"(+C3H5NOS)",103.009186,"cysteine conjugation",18,352.095376,"C13H16N6O4S1"
"H","C10H11N5O3",18,"(+C10H11N5O3)",249.08619,"addition of Adenosine",2,"H","C4H2N2O",7,"(+C4H2N2O)",94.016713,"addition of Uracil",19,343.102903,"C14H13N7O4"
"H","C10H11N5O3",18,"(+C10H11N5O3)",249.08619,"addition of Adenosine",2,"H","C4H3N3",7,"(+C4H3N3)",93.032697,"addition of Cytosine",20,342.118887,"C14H14N8O3"
"H","C10H11N5O3",18,"(+C10H11N5O3)",249.08619,"addition of Adenosine",2,"H","C4H4O",5,"(+C4H4O)",68.026215,"crotonylation",21,317.112405,"C14H15N5O4"
"H","C10H11N5O3",18,"(+C10H11N5O3)",249.08619,"addition of Adenosine",2,"H","C4H4O3",7,"(+C4H4O3)",100.016044,"succinylation",22,349.102234,"C14H15N5O6"
"H","C10H11N5O3",18,"(+C10H11N5O3)",249.08619,"addition of Adenosine",2,"H","C4H6O",5,"(+C4H6O)",70.041865,"butyrylation",23,319.128055,"C14H17N5O4"
"H","C10H11N5O3",18,"(+C10H11N5O3)",249.08619,"addition of Adenosine",2,"H","C5H3N5",10,"(+C5H3N5)",133.038845,"addition of Guanine",24,382.125035,"C15H14N10O3"
"H","C10H11N5O3",18,"(+C10H11N5O3)",249.08619,"addition of Adenosine",2,"H","C5H4N2O",8,"(+C5H4N2O)",108.032363,"addition of Thymine",25,357.118553,"C15H15N7O4"
"H","C10H11N5O3",18,"(+C10H11N5O3)",249.08619,"addition of Adenosine",2,"H","C5H6O3",8,"(+C5H6O3)",114.031694,"glutaryllation",26,363.117884,"C15H17N5O6"
"H","C10H11N5O3",18,"(+C10H11N5O3)",249.08619,"addition of Adenosine",2,"H","C5H7NO3S",10,"(+C5H7NO3S)",161.014666,"addition of N-acetyl-S-cysteine",27,410.100856,"C15H18N6O6S1"
"H","C10H11N5O3",18,"(+C10H11N5O3)",249.08619,"addition of Adenosine",2,"H","C5H8O4",9,"(+C5H8O4)",132.04226,"addition of D-ribose",28,381.12845,"C15H19N5O7"
"H","C10H11N5O3",18,"(+C10H11N5O3)",249.08619,"addition of Adenosine",2,"H","C6H10O5",11,"(+C6H10O5)",162.052825,"addition of Hexose",29,411.139015,"C16H21N5O8"
"H","C10H11N5O3",18,"(+C10H11N5O3)",249.08619,"addition of Adenosine",2,"H","C6H11O8P",15,"(+C6H11O8P)",242.019158,"addition of Glucose-6-phosphate",30,491.105348,"C16H22N5O11P1"
"H","C10H11N5O3",18,"(+C10H11N5O3)",249.08619,"addition of Adenosine",2,"H","C6H8O6",12,"(+C6H8O6)",176.03209,"addition of glucuronic acid",31,425.11828,"C16H19N5O9"
"H","C10H11N5O3",18,"(+C10H11N5O3)",249.08619,"addition of Adenosine",2,"H","C7H13NO2",10,"(+C7H13NO2)",143.094629,"addition of Carnitine",32,392.180819,"C17H24N6O5"
"H","C10H11N5O3",18,"(+C10H11N5O3)",249.08619,"addition of Adenosine",2,"H","C9H10N2O5",16,"(+C9H10N2O5)",226.058973,"addition of Uridine",33,475.145163,"C19H21N7O8"
"H","C10H11N5O3",18,"(+C10H11N5O3)",249.08619,"addition of Adenosine",2,"H","C9H11N3O4",16,"(+C9H11N3O4)",225.074957,"addition of Cytidine",34,474.161147,"C19H22N8O7"
"H","C10H11N5O3",18,"(+C10H11N5O3)",249.08619,"addition of Adenosine",2,"H","CH2",1,"(+CH2)",14.01565,"methylation",35,263.10184,"C11H13N5O3"
"H","C10H11N5O3",18,"(+C10H11N5O3)",249.08619,"addition of Adenosine",2,"H","CO",2,"(+CO)",27.994915,"addition of CO",36,277.081105,"C11H11N5O4"
"H","C10H11N5O3",18,"(+C10H11N5O3)",249.08619,"addition of Adenosine",2,"H","CO2",3,"(+CO2)",43.98983,"addition of CO2",37,293.07602,"C11H11N5O5"
"H","C10H11N5O3",18,"(+C10H11N5O3)",249.08619,"addition of Adenosine",2,"H","H2",0,"(+H2)",2.01565,"hydrogenation",38,251.10184,"C10H13N5O3"
"H","C10H11N5O3",18,"(+C10H11N5O3)",249.08619,"addition of Adenosine",2,"H","H2O",1,"(+H2O)",18.010565,"addition of water",39,267.096755,"C10H13N5O4"
"H","C10H11N5O3",18,"(+C10H11N5O3)",249.08619,"addition of Adenosine",2,"H","HPO3",4,"(+HPO3)",79.966333,"addition of Phosphate",40,329.052523,"C10H12N5O6P1"
"H","C10H11N5O3",18,"(+C10H11N5O3)",249.08619,"addition of Adenosine",2,"H","NH",1,"(+NH)",15.010899,"addition of NH",41,264.097089,"C10H12N6O3"
"H","C10H11N5O3",18,"(+C10H11N5O3)",249.08619,"addition of Adenosine",2,"H","NH3",1,"(+NH3)",17.026549,"addition of ammonia",42,266.112739,"C10H14N6O3"
"H","C10H11N5O3",18,"(+C10H11N5O3)",249.08619,"addition of Adenosine",2,"H","O",1,"(+O)",15.994915,"oxidation",43,265.081105,"C10H11N5O4"
"H","C10H11N5O3",18,"(+C10H11N5O3)",249.08619,"addition of Adenosine",2,"H","SO3",4,"(+SO3)",79.956817,"sulfate conjugation",44,329.043007,"C10H11N5O6S1"
"H","C10H11N5O3",18,"(+C10H11N5O3)",249.08619,"addition of Adenosine",2,"HS","O3",4,"(SH -> SO3H)",47.984745,"Thiol to Sulfonic acid",45,297.070935,"C10H11N5O6"
"H","C10H11N5O3",18,"(+C10H11N5O3)",249.08619,"addition of Adenosine",2,"H","H2P2O6",8,"(+H2P2O6)",159.932661,"addition of di-phosphate",46,409.018851,"C10H13N5O9P2"
"H","C10H11N5O3",18,"(+C10H11N5O3)",249.08619,"addition of Adenosine",2,"H","H3P3O9",12,"(+H3P3O9)",239.898992,"addition of tri-phosphate",47,488.985182,"C10H14N5O12P3"
"H","C10H11N5O3",18,"(+C10H11N5O3)",249.08619,"addition of Adenosine",2,"H","FH-1",1,"(+F-H)",17.990578,"fluorination",48,267.076768,"C10H10N5O3F1"
"H","C10H11N5O3",18,"(+C10H11N5O3)",249.08619,"addition of Adenosine",2,"H","ClH-1",1,"(+Cl-H)",33.961028,"chlorination",49,283.047218,"C10H10N5O3Cl1"
"H","C10H11N5O3",18,"(+C10H11N5O3)",249.08619,"addition of Adenosine",2,"H","BrH-1",1,"(+Br-H)",77.910512,"bromination",50,326.996702,"C10H10N5O3Br1"
"H","C10H11N5O3",18,"(+C10H11N5O3)",249.08619,"addition of Adenosine",2,"H","IH-1",1,"(+I-H)",125.896648,"iodination",51,374.982838,"C10H10N5O3I1"
"H","C10H11N5O3",18,"(+C10H11N5O3)",249.08619,"addition of Adenosine",2,"NH2","H-2O2",3,"(NH2 -> NO2)",29.974179,"nitrification",52,279.060369,"C10H9N5O5"
"H","C10H11N5O3",18,"(+C10H11N5O3)",249.08619,"addition of Adenosine",2,"H","CF3H-1",4,"(+CF3-H)",67.987385,"addition of trifluoromethyl",53,317.073575,"C11H10N5O3F3"
"H","C10H11N5O3",18,"(+C10H11N5O3)",249.08619,"addition of Adenosine",2,"H","C5NH11",6,"(+C5NH11)",85.089149,"addition of choline",54,334.175339,"C15H22N6O3"
"H","C10H11N5O3",18,"(+C10H11N5O3)",249.08619,"addition of Adenosine",2,"H","C5H6O",6,"(+C5H6O)",82.041865,"addition of tiglyl",55,331.128055,"C15H17N5O4"
"H","C10H11N5O3",18,"(+C10H11N5O3)",249.08619,"addition of Adenosine",2,"H","NO2H-1",3,"(+NO2-H)",44.985078,"addition of nitro",56,294.071268,"C10H10N6O5"
"H","C10H11N5O3",18,"(+C10H11N5O3)",249.08619,"addition of Adenosine",2,"H","C7H6",7,"(+C7H7-H)",91.054775,"addition of benzyl",57,340.140965,"C17H17N5O3"
"H","C10H11N5O3",18,"(+C10H11N5O3)",249.08619,"addition of Adenosine",2,"H","C6H4",6,"(+C6H5-H)",76.0313,"addition of phenyl",58,325.11749,"C16H15N5O3"
"H","C10H11N5O3",18,"(+C10H11N5O3)",249.08619,"addition of Adenosine",2,"H","C2H2O2",4,"(+C2H2O2)",58.005479,"addition of acetic acid",59,307.091669,"C12H13N5O5"
"H","C10H11N5O3",18,"(+C10H11N5O3)",249.08619,"addition of Adenosine",2,"C5H5N5","C-5H-3N-5O",10,"(-C5H5N5 + H2O)",-117.04393,"loss of Adenine",60,132.04226,"C5H8O4"
"H","C10H11N5O3",18,"(+C10H11N5O3)",249.08619,"addition of Adenosine",2,"C10H11N5O4","C-10H-11N-5O-4",19,"(-C10H11N5O4)",-265.081105,"loss of Guanosine",62,-15.994915,"O-1"
